date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,x,scaling,interpolated
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,,0.0,#item+label,#item+name+short,,,
2017-07-15,Maize - Retail,KG,cereals and tubers,98.5925,MWK,Malawi,Southern Region,1890.0,Sorgin,811.0,51,15.0,5.0,1,811_51_15_5,,2017.0,Maize - Retail (KG),Maize,1500076800.0,1.0,0.0
2017-08-15,Maize - Retail,KG,cereals and tubers,98.75,MWK,Malawi,Southern Region,1890.0,Phalombe,817.0,51,15.0,5.0,1,817_51_15_5,,2017.0,Maize - Retail (KG),Maize,1502755200.0,1.0,0.0
2017-09-15,Maize - Retail,KG,cereals and tubers,102.3425,MWK,Malawi,Northern Region,1889.0,Misuku,790.0,51,15.0,5.0,1,790_51_15_5,,2017.0,Maize - Retail (KG),Maize,1505433600.0,1.0,0.0
2017-10-15,Maize - Retail,KG,cereals and tubers,106.2825,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,51,15.0,5.0,1,779_51_15_5,,2017.0,Maize - Retail (KG),Maize,1508025600.0,1.0,0.0
2017-11-15,Maize - Retail,KG,cereals and tubers,100.0,MWK,Malawi,Central Region,1888.0,Mtakataka,796.0,51,15.0,5.0,1,796_51_15_5,,2017.0,Maize - Retail (KG),Maize,1510704000.0,1.0,0.0
2017-12-15,Maize - Retail,KG,cereals and tubers,96.42,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,51,15.0,5.0,1,768_51_15_5,,2017.0,Maize - Retail (KG),Maize,1513296000.0,1.0,0.0
2018-01-15,Maize - Retail,KG,cereals and tubers,102.478,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,51,15.0,5.0,1,779_51_15_5,,2018.0,Maize - Retail (KG),Maize,1515974400.0,1.0,0.0
2018-02-15,Maize - Retail,KG,cereals and tubers,112.555,MWK,Malawi,Southern Region,1890.0,Mangochi,787.0,51,15.0,5.0,1,787_51_15_5,,2018.0,Maize - Retail (KG),Maize,1518652800.0,1.0,0.0
2018-03-15,Maize - Retail,KG,cereals and tubers,114.85,MWK,Malawi,Central Region,1888.0,Ntcheu,814.0,51,15.0,5.0,1,814_51_15_5,,2018.0,Maize - Retail (KG),Maize,1521072000.0,1.0,0.0
2018-04-15,Maize - Retail,KG,cereals and tubers,99.1775,MWK,Malawi,Northern Region,1889.0,Jenda,828.0,51,15.0,5.0,1,828_51_15_5,,2018.0,Maize - Retail (KG),Maize,1523750400.0,1.0,0.0
2018-05-15,Maize - Retail,KG,cereals and tubers,98.105,MWK,Malawi,Central Region,1888.0,Chatoloma,768.0,51,15.0,5.0,1,768_51_15_5,,2018.0,Maize - Retail (KG),Maize,1526342400.0,1.0,0.0
2018-06-15,Maize - Retail,KG,cereals and tubers,109.1675,MWK,Malawi,Southern Region,1890.0,Nsanje,2193.0,51,15.0,5.0,1,2193_51_15_5,,2018.0,Maize - Retail (KG),Maize,1529020800.0,1.0,0.0
2018-07-15,Maize - Retail,KG,cereals and tubers,120.3775,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2018.0,Maize - Retail (KG),Maize,1531612800.0,1.0,0.0
2018-08-15,Maize - Retail,KG,cereals and tubers,133.9875,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2018.0,Maize - Retail (KG),Maize,1534291200.0,1.0,0.0
2018-09-15,Maize - Retail,KG,cereals and tubers,136.0367,MWK,Malawi,Northern Region,1889.0,Nkhata Bay,808.0,51,15.0,5.0,1,808_51_15_5,,2018.0,Maize - Retail (KG),Maize,1536969600.0,1.0,0.0
2018-10-15,Maize - Retail,KG,cereals and tubers,123.615,MWK,Malawi,Northern Region,1889.0,Embangweni,776.0,51,15.0,5.0,1,776_51_15_5,,2018.0,Maize - Retail (KG),Maize,1539561600.0,1.0,0.0
2018-11-15,Maize - Retail,KG,cereals and tubers,135.9,MWK,Malawi,Northern Region,1889.0,Nkhata Bay,808.0,51,15.0,5.0,1,808_51_15_5,,2018.0,Maize - Retail (KG),Maize,1542240000.0,1.0,0.0
2018-12-15,Maize - Retail,KG,cereals and tubers,153.5,MWK,Malawi,Southern Region,1890.0,Lunzu,784.0,51,15.0,5.0,1,784_51_15_5,,2018.0,Maize - Retail (KG),Maize,1544832000.0,1.0,0.0
2019-01-15,Maize - Retail,KG,cereals and tubers,163.6075,MWK,Malawi,Northern Region,1889.0,Embangweni,776.0,51,15.0,5.0,1,776_51_15_5,,2019.0,Maize - Retail (KG),Maize,1547510400.0,1.0,0.0
2019-02-15,Maize - Retail,KG,cereals and tubers,173.36,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,51,15.0,5.0,1,779_51_15_5,,2019.0,Maize - Retail (KG),Maize,1550188800.0,1.0,0.0
2019-03-15,Maize - Retail,KG,cereals and tubers,185.0,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2019.0,Maize - Retail (KG),Maize,1552608000.0,1.0,0.0
2019-04-15,Maize - Retail,KG,cereals and tubers,153.75,MWK,Malawi,Central Region,1888.0,Dzaleka,2421.0,51,15.0,5.0,1,2421_51_15_5,,2019.0,Maize - Retail (KG),Maize,1555286400.0,1.0,0.0
2019-05-15,Maize - Retail,KG,cereals and tubers,137.5,MWK,Malawi,Central Region,1888.0,Nsikawanjala,2114.0,51,15.0,5.0,1,2114_51_15_5,,2019.0,Maize - Retail (KG),Maize,1557878400.0,1.0,0.0
2019-06-15,Maize - Retail,KG,cereals and tubers,146.6667,MWK,Malawi,Central Region,1888.0,Mchinji,789.0,51,15.0,5.0,1,789_51_15_5,,2019.0,Maize - Retail (KG),Maize,1560556800.0,1.0,0.0
2019-07-15,Maize - Retail,KG,cereals and tubers,180.0,MWK,Malawi,Central Region,1888.0,Mchinji,789.0,51,15.0,5.0,1,789_51_15_5,,2019.0,Maize - Retail (KG),Maize,1563148800.0,1.0,0.0
2019-08-15,Maize - Retail,KG,cereals and tubers,205.175,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2019.0,Maize - Retail (KG),Maize,1565827200.0,1.0,0.0
2019-09-15,Maize - Retail,KG,cereals and tubers,220.1275,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2019.0,Maize - Retail (KG),Maize,1568505600.0,1.0,0.0
2019-10-15,Maize - Retail,KG,cereals and tubers,224.8125,MWK,Malawi,Northern Region,1889.0,Karonga,779.0,51,15.0,5.0,1,779_51_15_5,,2019.0,Maize - Retail (KG),Maize,1571097600.0,1.0,0.0
2019-11-15,Maize - Retail,KG,cereals and tubers,252.8875,MWK,Malawi,Central Region,1888.0,Nanjiri,803.0,51,15.0,5.0,1,803_51_15_5,,2019.0,Maize - Retail (KG),Maize,1573776000.0,1.0,0.0
2019-12-15,Maize - Retail,KG,cereals and tubers,280.0,MWK,Malawi,Central Region,1888.0,Salima,819.0,51,15.0,5.0,1,819_51_15_5,,2019.0,Maize - Retail (KG),Maize,1576368000.0,1.0,0.0
2014-01-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-02-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-03-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-04-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-05-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-06-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-07-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-08-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-09-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-10-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-11-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-12-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-01-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-02-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-03-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-04-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-05-15,Pigeon peas - Retail,KG,pulses and nuts,301.48,MWK,Malawi,Central Region,1888.0,Salima,819.0,155,15.0,5.0,5,819_155_15_5,,2015.0,Pigeon peas - Retail (KG),Pigeon peas,1431648000.0,1.0,0.0
2015-06-15,Pigeon peas - Retail,KG,pulses and nuts,327.625,MWK,Malawi,Southern Region,1890.0,Ngabu,806.0,155,15.0,5.0,5,806_155_15_5,,2015.0,Pigeon peas - Retail (KG),Pigeon peas,1434326400.0,1.0,0.0
2015-07-15,Pigeon peas - Retail,KG,pulses and nuts,327.04545454545456,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-08-15,Pigeon peas - Retail,KG,pulses and nuts,326.4465909090909,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-09-15,Pigeon peas - Retail,KG,pulses and nuts,325.8477272727273,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-10-15,Pigeon peas - Retail,KG,pulses and nuts,325.2681818181818,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-11-15,Pigeon peas - Retail,KG,pulses and nuts,324.6693181818182,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2015-12-15,Pigeon peas - Retail,KG,pulses and nuts,324.0897727272727,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-01-15,Pigeon peas - Retail,KG,pulses and nuts,323.4909090909091,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-02-15,Pigeon peas - Retail,KG,pulses and nuts,322.89204545454544,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-03-15,Pigeon peas - Retail,KG,pulses and nuts,322.33181818181816,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-04-15,Pigeon peas - Retail,KG,pulses and nuts,321.73295454545456,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-05-15,Pigeon peas - Retail,KG,pulses and nuts,321.15340909090907,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-06-15,Pigeon peas - Retail,KG,pulses and nuts,320.55454545454546,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-07-15,Pigeon peas - Retail,KG,pulses and nuts,319.975,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-08-15,Pigeon peas - Retail,KG,pulses and nuts,319.37613636363636,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-09-15,Pigeon peas - Retail,KG,pulses and nuts,318.7772727272727,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-10-15,Pigeon peas - Retail,KG,pulses and nuts,318.19772727272726,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-11-15,Pigeon peas - Retail,KG,pulses and nuts,317.59886363636366,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2016-12-15,Pigeon peas - Retail,KG,pulses and nuts,317.01931818181816,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-01-15,Pigeon peas - Retail,KG,pulses and nuts,316.42045454545456,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-02-15,Pigeon peas - Retail,KG,pulses and nuts,315.8215909090909,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-03-15,Pigeon peas - Retail,KG,pulses and nuts,315.28068181818185,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-04-15,Pigeon peas - Retail,KG,pulses and nuts,314.6818181818182,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-05-15,Pigeon peas - Retail,KG,pulses and nuts,314.10227272727275,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-06-15,Pigeon peas - Retail,KG,pulses and nuts,313.5034090909091,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-07-15,Pigeon peas - Retail,KG,pulses and nuts,312.92386363636365,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-08-15,Pigeon peas - Retail,KG,pulses and nuts,312.325,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-09-15,Pigeon peas - Retail,KG,pulses and nuts,311.7261363636364,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-10-15,Pigeon peas - Retail,KG,pulses and nuts,311.1465909090909,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-11-15,Pigeon peas - Retail,KG,pulses and nuts,310.5477272727273,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2017-12-15,Pigeon peas - Retail,KG,pulses and nuts,309.96818181818185,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-01-15,Pigeon peas - Retail,KG,pulses and nuts,309.3693181818182,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-02-15,Pigeon peas - Retail,KG,pulses and nuts,308.7704545454545,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-03-15,Pigeon peas - Retail,KG,pulses and nuts,308.2295454545455,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-04-15,Pigeon peas - Retail,KG,pulses and nuts,307.6306818181818,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-05-15,Pigeon peas - Retail,KG,pulses and nuts,307.0511363636364,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-06-15,Pigeon peas - Retail,KG,pulses and nuts,306.4522727272727,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-07-15,Pigeon peas - Retail,KG,pulses and nuts,305.8727272727273,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-08-15,Pigeon peas - Retail,KG,pulses and nuts,305.2738636363636,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-09-15,Pigeon peas - Retail,KG,pulses and nuts,304.675,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-10-15,Pigeon peas - Retail,KG,pulses and nuts,304.0954545454546,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-11-15,Pigeon peas - Retail,KG,pulses and nuts,303.4965909090909,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2018-12-15,Pigeon peas - Retail,KG,pulses and nuts,302.9170454545455,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-01-15,Pigeon peas - Retail,KG,pulses and nuts,302.3181818181818,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-02-15,Pigeon peas - Retail,KG,pulses and nuts,301.7193181818182,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-03-15,Pigeon peas - Retail,KG,pulses and nuts,301.1784090909091,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-04-15,Pigeon peas - Retail,KG,pulses and nuts,300.57954545454544,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-05-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,MWK,Malawi,Central Region,1888.0,Chimbiya,771.0,155,15.0,5.0,5,771_155_15_5,,2019.0,Pigeon peas - Retail (KG),Pigeon peas,1557878400.0,1.0,0.0
2019-06-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,MWK,Malawi,Central Region,1888.0,Kasungu,780.0,155,15.0,5.0,5,780_155_15_5,,2019.0,Pigeon peas - Retail (KG),Pigeon peas,1560556800.0,1.0,0.0
2019-07-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,MWK,Malawi,Southern Region,1890.0,Bangula,764.0,155,15.0,5.0,5,764_155_15_5,,2019.0,Pigeon peas - Retail (KG),Pigeon peas,1563148800.0,1.0,0.0
2019-08-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-09-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-10-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-11-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2019-12-15,Pigeon peas - Retail,KG,pulses and nuts,300.0,,,,,,,155,,,5,,,,Pigeon peas - Retail (KG),Pigeon peas,,1.0,1.0
2014-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,145.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1389744000.0,0.01,0.0
2014-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1392422400.0,0.01,0.0
2014-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,122.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1394841600.0,0.01,0.0
2014-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,137.5,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1397520000.0,0.01,0.0
2014-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1400112000.0,0.01,0.0
2014-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1402790400.0,0.01,0.0
2014-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1405382400.0,0.01,0.0
2014-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1408060800.0,0.01,0.0
2014-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1410739200.0,0.01,0.0
2014-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1413331200.0,0.01,0.0
2014-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1416009600.0,0.01,0.0
2014-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2014.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1418601600.0,0.01,0.0
2015-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,150.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1421280000.0,0.01,0.0
2015-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,145.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1423958400.0,0.01,0.0
2015-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,135.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1426377600.0,0.01,0.0
2015-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1429056000.0,0.01,0.0
2015-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1431648000.0,0.01,0.0
2015-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1434326400.0,0.01,0.0
2015-07-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1436918400.0,0.01,0.0
2015-08-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1439596800.0,0.01,0.0
2015-09-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1442275200.0,0.01,0.0
2015-10-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1444867200.0,0.01,0.0
2015-11-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1447545600.0,0.01,0.0
2015-12-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2015.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1450137600.0,0.01,0.0
2016-01-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1452816000.0,0.01,0.0
2016-02-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1455494400.0,0.01,0.0
2016-03-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1458000000.0,0.01,0.0
2016-04-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1460678400.0,0.01,0.0
2016-05-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1463270400.0,0.01,0.0
2016-06-15,Rice (imported) - Retail,1/100 KG,cereals and tubers,140.0,SOS,Malawi,Southern Region,1890.0,Marka,2128.0,64,15.0,5.0,1,2128_64_15_5,,2016.0,Rice (imported) - Retail (1/100 KG),Rice imp.,1465948800.0,0.01,0.0
