ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
#country+code,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,,#country+name,#date+year,#survey+id,#indicator+code,,,,,,,#indicator+label+code,#indicator+label,,,,,,,,,,
MWI,2222,Children ever breastfed,97.6,1,MW,Malawi,1992,MW1992DHS,CN_BRFI_C_EVR,104266010,I,1000,0,Total,Total,0,,1,1,CNBRFICEVR,,1992,DHS,1884,1844,,
MWI,430413,Children exclusively breastfed,3.9,1,MW,Malawi,1992,MW1992DHS,CN_BRFS_C_EXB,104306020,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCEXB,,1992,DHS,501,487,,
MWI,430420,Children breastfeeding and consuming plain water only,35.5,1,MW,Malawi,1992,MW1992DHS,CN_BRFS_C_WAT,104306030,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCWAT,,1992,DHS,501,487,,
MWI,430417,Children breastfeeding and consuming complementary foods,57.8,1,MW,Malawi,1992,MW1992DHS,CN_BRFS_C_CMP,104306060,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCCMP,,1992,DHS,501,487,,
MWI,430415,Children currently breastfeeding,99.3,1,MW,Malawi,1992,MW1992DHS,CN_BRFS_C_BRF,104306080,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCBRF,,1992,DHS,501,487,,
MWI,489141,Children using a bottle with a nipple,5.9,1,MW,Malawi,1992,MW1992DHS,CN_BRFS_C_BNP,104306110,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCBNP,,1992,DHS,508,494,,
MWI,88001,Median duration of any breastfeeding,21.2,1,MW,Malawi,1992,MW1992DHS,CN_BFDR_C_MDA,104336010,I,1000,0,Total,Total,0,,1,1,CNBFDRCMDA,,1992,DHS,,,,
MWI,88118,Children ever breastfed,98.4,1,MW,Malawi,2000,MW2000DHS,CN_BRFI_C_EVR,104266010,I,1000,0,Total,Total,0,,1,1,CNBRFICEVR,,2000,DHS,5063,4971,,
MWI,88117,Children who started breastfeeding within 1 hour of birth,70.2,1,MW,Malawi,2000,MW2000DHS,CN_BRFI_C_1HR,104266020,I,1000,0,Total,Total,0,,1,1,CNBRFIC1HR,,2000,DHS,5063,4971,,
MWI,7591,Children exclusively breastfed,44,1,MW,Malawi,2000,MW2000DHS,CN_BRFS_C_EXB,104306020,I,295001,21001,Age in months (other groupings),0-5,0,,1,1,CNBRFSCEXB,,2000,DHS,1257,1242,,
